timestamp,button,interval
1771961495.945207,Button.left,0
1771961788.394847,Button.left,0
1771992066.3902256,Button.left,0
1771992067.5514374,Button.left,1.1612117290496826
1771992083.9113383,Button.left,16.359900951385498
1771992085.6495056,Button.left,1.7381672859191895
1771992090.84773,Button.left,5.198224306106567
1771992092.8516874,Button.left,2.003957509994507
1771992093.0673447,Button.left,0.21565723419189453
1771992096.4334917,Button.left,3.366147041320801
1771992096.6255941,Button.left,0.19210243225097656
1771992098.4921672,Button.right,1.8665730953216553
1771992100.1455677,Button.left,1.6534004211425781
1771992111.047553,Button.left,10.90198540687561
1771992112.4093823,Button.left,1.3618292808532715
1771992113.3636444,Button.left,0.9542620182037354
1771992119.7606058,Button.left,6.396961450576782
1771992121.956761,Button.left,2.196155071258545
1771992122.5322819,Button.left,0.5755209922790527
1771992132.4118373,Button.left,9.879555463790894
1771992148.9815674,Button.left,16.569730043411255
1771992153.6660182,Button.left,4.68445086479187
1771992177.487578,Button.left,23.82155966758728
1771992181.1011803,Button.left,3.61360239982605
1771992198.293075,Button.left,17.19189476966858
1771992201.8302214,Button.left,3.5371463298797607
1771992213.8855305,Button.left,12.055309057235718
1771992221.6359584,Button.left,7.750427961349487
1771992225.3360956,Button.left,3.700137138366699
1771992232.6730483,Button.left,7.3369526863098145
1771992286.3400042,Button.left,53.66695594787598
1771992297.697317,Button.left,11.357312679290771
1771992301.88861,Button.left,4.191293001174927
1771992307.2008567,Button.left,5.312246799468994
1771992307.7745235,Button.left,0.5736668109893799
1771992313.647233,Button.right,5.872709512710571
1771992314.3247092,Button.left,0.677476167678833
1771992318.0234919,Button.left,3.6987826824188232
1771992320.7945569,Button.left,2.7710649967193604
1771992321.371068,Button.left,0.5765111446380615
1771992407.2665246,Button.left,85.8954565525055
1771992410.0276206,Button.left,2.7610960006713867
1771992414.744627,Button.left,4.71700644493103
1771992416.8272967,Button.left,2.082669734954834
1771992417.6352444,Button.left,0.8079476356506348
1771992418.9704356,Button.left,1.335191249847412
1771992422.4703093,Button.left,3.499873638153076
1771992426.5511942,Button.left,4.08088493347168
1771992426.9801266,Button.left,0.42893242835998535
1771992428.789742,Button.left,1.8096153736114502
1771992437.5125813,Button.left,8.72283935546875
1771992442.3196561,Button.left,4.807074785232544
1771992446.420879,Button.left,4.10122275352478
1771992448.8395462,Button.left,2.4186673164367676
1771992488.9639878,Button.left,40.124441623687744
1771992492.8097086,Button.left,3.8457207679748535
1771992497.5274806,Button.left,4.717772006988525
1771992498.0953503,Button.left,0.5678696632385254
1771992511.0559466,Button.right,12.960596323013306
1771992511.9906538,Button.left,0.9347071647644043
1771992512.9436867,Button.left,0.9530329704284668
1771992514.0230308,Button.left,1.0793440341949463
1771992518.295632,Button.left,4.272601127624512
1771992527.349945,Button.left,9.05431318283081
1771992533.6777318,Button.left,6.327786684036255
1771992534.3424947,Button.left,0.6647629737854004
1771992548.734983,Button.left,14.392488241195679
1771992552.4238303,Button.left,3.688847303390503
1771992556.944863,Button.left,4.521032810211182
1771992584.3891494,Button.left,27.444286346435547
1771992613.116096,Button.left,28.726946592330933
1771992614.6100154,Button.left,1.4939193725585938
1771992625.102966,Button.left,10.492950677871704
1771992630.0391316,Button.left,4.9361655712127686
1771992632.1278925,Button.left,2.0887608528137207
1771992635.6202617,Button.left,3.4923691749572754
1771992669.8662336,Button.left,34.24597191810608
1771992675.355287,Button.left,5.48905348777771
1771992687.333083,Button.left,11.977795839309692
1771992691.288822,Button.left,3.9557390213012695
1771992714.983412,Button.left,23.694590091705322
1771992715.7922974,Button.left,0.8088853359222412
1771992727.929523,Button.left,12.13722562789917
1771992753.8401194,Button.left,25.91059637069702
1771992763.6055264,Button.left,9.765407085418701
1771992764.707518,Button.left,1.1019916534423828
1771992766.4794588,Button.left,1.7719407081604004
